COLUMN_NAME,TABLE_NAME,DATA_TYPE,DESCRIPTION
ABCKZ,Wamas.ART,nvarchar,ABC-Wert-Analyse
ABCLIMIT_WERT,Wamas.ART,nvarchar,
ABCWERT,Wamas.ART,float,ABC-Wert
ABCWERT,Wamas.FES,float,ABC-Wert
ABSCHLSTATUS,Wamas.ART,nvarchar,Abschliessen erlauben ab
AID_ARTNR,Wamas.ART,nvarchar,Artikelnummer
AID_AUSPR,Wamas.ART,float,Ausprägung
AID_MAND,Wamas.ART,nvarchar,Mandant
AID_VAR,Wamas.ART,nvarchar,Variante
AKS_ARTKLASSE,Wamas.ART,nvarchar,Artikelklasse
ALTAID_ARTNR,Wamas.ART,nvarchar,Artikelnummer
ALTAID_AUSPR,Wamas.ART,float,Ausprägung
ALTAID_MAND,Wamas.ART,nvarchar,Mandant
ALTAID_VAR,Wamas.ART,nvarchar,Variante
ANBRUCHANZERL,Wamas.ART,nvarchar,Anbruch Anzeigeeinheit erlaubt
ANEWLPSEARCH,Wamas.FES,nvarchar,Erneute LP-Suche
ANZEIGE_EINHEIT,Wamas.ART,nvarchar,Anzeigeeinheit
ARTBEZ,Wamas.ART,nvarchar,Artikelbezeichnung
ARTBEZ2,Wamas.ART,nvarchar,Artikelbezeichnung 2
ARTGRP,Wamas.ART,nvarchar,Artikelgruppe
ARTKOMGRP_ARTKOMGRPID,Wamas.ART,nvarchar,Artikelkommissionierstrategie
ARTKTOKZ,Wamas.ART,nvarchar,Artikelkontoführung
ARTMISCHERL,Wamas.ART,nvarchar,Artikel mischen erlaubt
ARTSTAT_ARTSTATGRP,Wamas.ART,nvarchar,Artikelgruppe Stat.
ARTTYP,Wamas.ART,nvarchar,Artikeltyp
ASCODE_ACODE,Wamas.ART,nvarchar,Abschlusscode
AUS_SCHEMA,Wamas.ART,nvarchar,Auslagerungsschema
AUSK_ABLADESTELLE,Wamas.P_AUSK,nvarchar,Abladestelle
AUSK_ADRS_ADR,Wamas.P_AUSK,nvarchar,Adresse
AUSK_ADRS_ADR2,Wamas.P_AUSK,nvarchar,Adresse 2
AUSK_ADRS_ANREDE,Wamas.P_AUSK,nvarchar,Anrede
AUSK_ADRS_EMAIL,Wamas.P_AUSK,nvarchar,e-mail
AUSK_ADRS_FAX,Wamas.P_AUSK,nvarchar,Faxnummer
AUSK_ADRS_ILN,Wamas.P_AUSK,nvarchar,ILN/GLN
AUSK_ADRS_LAND,Wamas.P_AUSK,nvarchar,Land
AUSK_ADRS_NAME,Wamas.P_AUSK,nvarchar,Name
AUSK_ADRS_NAME2,Wamas.P_AUSK,nvarchar,Name 2
AUSK_ADRS_NAME3,Wamas.P_AUSK,nvarchar,Name 3
AUSK_ADRS_NAME4,Wamas.P_AUSK,nvarchar,Name 4
AUSK_ADRS_ORT,Wamas.P_AUSK,nvarchar,Ort
AUSK_ADRS_ORTTEIL,Wamas.P_AUSK,nvarchar,Ortsteil
AUSK_ADRS_PLZ,Wamas.P_AUSK,nvarchar,Postleitzahl
AUSK_ADRS_TEL,Wamas.P_AUSK,nvarchar,Telefon
AUSK_ADRS_WWW,Wamas.P_AUSK,nvarchar,Homepage
AUSK_ANDRUCKKUNR,Wamas.P_AUSK,nvarchar,Kundennummer
AUSK_ANZPOS,Wamas.P_AUSK,float,Anzahl Positionen
AUSK_ART_AID_ARTNR,Wamas.P_AUSK,nvarchar,
AUSK_ART_AID_AUSPR,Wamas.P_AUSK,float,
AUSK_ART_AID_MAND,Wamas.P_AUSK,nvarchar,
AUSK_ART_AID_VAR,Wamas.P_AUSK,nvarchar,
AUSK_AUSID_AUSNR,Wamas.P_AUSK,nvarchar,Auftragsnummer
AUSK_AUSID_HOSTAUSKZ,Wamas.P_AUSK,nvarchar,Host Ausgangskennzeichen
AUSK_AUSID_MAND,Wamas.P_AUSK,nvarchar,Mandant
AUSK_AUTOTOURKZ,Wamas.P_AUSK,nvarchar,autom. Tour Starten
AUSK_AUTOVERPLKZ,Wamas.P_AUSK,nvarchar,autom. Freigabe
AUSK_AUTYP_TYP,Wamas.P_AUSK,nvarchar,Auftragstyp
AUSK_BATCHKOMPFLKZ,Wamas.P_AUSK,nvarchar,Batch-Kommissionierung Pflicht
AUSK_BEARBZEIT,Wamas.P_AUSK,datetime,Bearbeitungszeit
AUSK_BEREITSTELLTERMIN,Wamas.P_AUSK,datetime,möglicher Bereitstellzeitpunkt
AUSK_BEREITSTELLZEITPUNKT,Wamas.P_AUSK,nvarchar,Bereitstellzeitpunkt
AUSK_BESTZEIT,Wamas.P_AUSK,datetime,Bestellzeit
AUSK_ENDEMPFADRS_ADR,Wamas.P_AUSK,nvarchar,Adresse
AUSK_ENDEMPFADRS_ADR2,Wamas.P_AUSK,nvarchar,Adresse 2
AUSK_ENDEMPFADRS_ANREDE,Wamas.P_AUSK,nvarchar,Anrede
AUSK_ENDEMPFADRS_EMAIL,Wamas.P_AUSK,nvarchar,e-mail
AUSK_ENDEMPFADRS_FAX,Wamas.P_AUSK,nvarchar,Faxnummer
AUSK_ENDEMPFADRS_ILN,Wamas.P_AUSK,nvarchar,ILN/GLN
AUSK_ENDEMPFADRS_LAND,Wamas.P_AUSK,nvarchar,Land
AUSK_ENDEMPFADRS_NAME,Wamas.P_AUSK,nvarchar,Name
AUSK_ENDEMPFADRS_NAME2,Wamas.P_AUSK,nvarchar,Name 2
AUSK_ENDEMPFADRS_NAME3,Wamas.P_AUSK,nvarchar,Name 3
AUSK_ENDEMPFADRS_NAME4,Wamas.P_AUSK,nvarchar,Name 4
AUSK_ENDEMPFADRS_ORT,Wamas.P_AUSK,nvarchar,Ort
AUSK_ENDEMPFADRS_ORTTEIL,Wamas.P_AUSK,nvarchar,Ortsteil
AUSK_ENDEMPFADRS_PLZ,Wamas.P_AUSK,nvarchar,Postleitzahl
AUSK_ENDEMPFADRS_TEL,Wamas.P_AUSK,nvarchar,Telefon
AUSK_ENDEMPFADRS_WWW,Wamas.P_AUSK,nvarchar,Homepage
AUSK_EXTREF,Wamas.P_AUSK,nvarchar,externe Referenz
AUSK_FERTZEIT,Wamas.P_AUSK,datetime,Fertigzeit
AUSK_FORCETOURPERORDERKZ,Wamas.P_AUSK,nvarchar,Tour pro Auftrag zwingend
AUSK_FRANKATUR,Wamas.P_AUSK,nvarchar,Frankatur
AUSK_GANZTERESZEITP,Wamas.P_AUSK,datetime,Ganz-TE Reservierungszeitpunkt
AUSK_GEPL2STEP_LAGRF,Wamas.P_AUSK,nvarchar,gepl. Lagerreihenfolge 2.Stufe
AUSK_GEPLBEREITTERM,Wamas.P_AUSK,datetime,geplanter Bereitstelltermin
AUSK_GEPLEINSTRAT_LAGRF,Wamas.P_AUSK,nvarchar,gepl. Lagerreihenfolge
AUSK_HIST_AEUSER,Wamas.P_AUSK,nvarchar,geändert von
AUSK_HIST_AEZEIT,Wamas.P_AUSK,datetime,Änderungszeit
AUSK_HIST_ANUSER,Wamas.P_AUSK,nvarchar,angelegt von
AUSK_HIST_ANZEIT,Wamas.P_AUSK,datetime,Anlegezeit
AUSK_INFO2HOST,Wamas.P_AUSK,nvarchar,Info für Host
AUSK_INFO2WAMAS,Wamas.P_AUSK,nvarchar,Info für Wamas
AUSK_KITAID_ARTNR,Wamas.P_AUSK,nvarchar,
AUSK_KITAID_AUSPR,Wamas.P_AUSK,float,
AUSK_KITAID_MAND,Wamas.P_AUSK,nvarchar,
AUSK_KITAID_VAR,Wamas.P_AUSK,nvarchar,
AUSK_KOMZ_ARTKOMGRPID,Wamas.P_AUSK,nvarchar,
AUSK_KOMZ_FELDKOMGRPID,Wamas.P_AUSK,nvarchar,
AUSK_KOMZ_LVSMATQID,Wamas.P_AUSK,nvarchar,
AUSK_KST_KUNR,Wamas.P_AUSK,nvarchar,Kundennummer
AUSK_KST_MAND,Wamas.P_AUSK,nvarchar,Mandant
AUSK_LIEFADRS_ADR,Wamas.P_AUSK,nvarchar,Adresse
AUSK_LIEFADRS_ADR2,Wamas.P_AUSK,nvarchar,Adresse 2
AUSK_LIEFADRS_ANREDE,Wamas.P_AUSK,nvarchar,Anrede
AUSK_LIEFADRS_EMAIL,Wamas.P_AUSK,nvarchar,e-mail
AUSK_LIEFADRS_FAX,Wamas.P_AUSK,nvarchar,Faxnummer
AUSK_LIEFADRS_ILN,Wamas.P_AUSK,nvarchar,ILN/GLN
AUSK_LIEFADRS_LAND,Wamas.P_AUSK,nvarchar,Land
AUSK_LIEFADRS_NAME,Wamas.P_AUSK,nvarchar,Name
AUSK_LIEFADRS_NAME2,Wamas.P_AUSK,nvarchar,Name 2
AUSK_LIEFADRS_NAME3,Wamas.P_AUSK,nvarchar,Name 3
AUSK_LIEFADRS_NAME4,Wamas.P_AUSK,nvarchar,Name 4
AUSK_LIEFADRS_ORT,Wamas.P_AUSK,nvarchar,Ort
AUSK_LIEFADRS_ORTTEIL,Wamas.P_AUSK,nvarchar,Ortsteil
AUSK_LIEFADRS_PLZ,Wamas.P_AUSK,nvarchar,Postleitzahl
AUSK_LIEFADRS_TEL,Wamas.P_AUSK,nvarchar,Telefon
AUSK_LIEFADRS_WWW,Wamas.P_AUSK,nvarchar,Homepage
AUSK_LIEFTERM,Wamas.P_AUSK,datetime,Liefertermin
AUSK_LOKAUTYP_KOMART,Wamas.P_AUSK,nvarchar,Kommissionierart
AUSK_LOKAUTYP_KONSOLKZ,Wamas.P_AUSK,nvarchar,Konsolidieren erlaubt
AUSK_LOKAUTYP_MAXANZPOS,Wamas.P_AUSK,float,max. Anzahl Auftragspositionen
AUSK_LOKAUTYP_MAXGEW,Wamas.P_AUSK,float,max. Gewicht [kg]
AUSK_LOKAUTYP_MAXVOL,Wamas.P_AUSK,float,max Volumen [m³]
AUSK_LOKAUTYP_MIXORIGEARTERL,Wamas.P_AUSK,nvarchar,Orig.-Ersatzartikel mischen
AUSK_LOKAUTYP_REPRINTPFLKZ,Wamas.P_AUSK,nvarchar,Rechnungsdruck erforderlich
AUSK_LOKAUTYP_VERLCTRLKZ,Wamas.P_AUSK,nvarchar,Verladekontrollauftrag
AUSK_LOKAUTYP_VERLCTRLZPKZ,Wamas.P_AUSK,nvarchar,Verladekontrollauftragszeitpunkt
AUSK_LOKAUTYP_VORZBTGTU,Wamas.P_AUSK,nvarchar,Vorlaufzeit Ganz TE
AUSK_MATZK_MATZID,Wamas.P_AUSK,nvarchar,Materialzustands-ID
AUSK_MERGEID,Wamas.P_AUSK,nvarchar,Zusammenführungs-Id
AUSK_PRIM_VPLSTRAT,Wamas.P_AUSK,nvarchar,Primäre Verplanungsstrategie
AUSK_PRIO,Wamas.P_AUSK,nvarchar,Priorität
AUSK_RAHMENTOUR_LKWT_LKWTYP,Wamas.P_AUSK,nvarchar,LKW-Typ
AUSK_RAHMENTOUR_S_SCHICHTID,Wamas.P_AUSK,nvarchar,Schicht-Id
AUSK_RAHMENTOUR_WA_TOR,Wamas.P_AUSK,nvarchar,WA-Tor
AUSK_RAHMENTOURFZID1,Wamas.P_AUSK,nvarchar,Fahrzeug-Id1
AUSK_RAHMENTOURFZID2,Wamas.P_AUSK,nvarchar,Fahrzeug-Id2
AUSK_RAHMENTOURID_HOSTTOURKZ,Wamas.P_AUSK,nvarchar,Host Tourkennzeichen
AUSK_RAHMENTOURID_INTLFDNR,Wamas.P_AUSK,float,laufende Nummer
AUSK_RAHMENTOURID_TOURNR,Wamas.P_AUSK,nvarchar,Tournummer
AUSK_RAHMENTOURLKWBEIFAHRER,Wamas.P_AUSK,nvarchar,LKW-Beifahrer
AUSK_RAHMENTOURLKWFAHRER,Wamas.P_AUSK,nvarchar,LKW-Fahrer
AUSK_RAHMENTOURMAXGEW,Wamas.P_AUSK,float,max. Gewicht [kg]
AUSK_RAHMENTOURMAXSTDLE,Wamas.P_AUSK,float,max. Anzahl Ladeeinheiten
AUSK_RAHMENTOURSTDLEVOL,Wamas.P_AUSK,float,Std. LE Volumen [dm³]
AUSK_RECHNUNGPRINTKZ,Wamas.P_AUSK,nvarchar,Rechnung gedruckt
AUSK_REPRNTEID,Wamas.P_AUSK,nvarchar,Rechnung in TE
AUSK_SEK_VPLSTRAT,Wamas.P_AUSK,nvarchar,Sekundäre Verplanungsstrategie
AUSK_STARTZEIT,Wamas.P_AUSK,datetime,Startzeit
AUSK_STATUS,Wamas.P_AUSK,nvarchar,Status
AUSK_VAST_VERSANDART,Wamas.P_AUSK,nvarchar,Versandart
AUSK_VERLRFNR,Wamas.P_AUSK,float,Verladereihenfolgenummer
AUSK_VERLSUBTEKZ,Wamas.P_AUSK,nvarchar,Verladekontrolle Sub-TE genau
AUSK_VERPLZEITP,Wamas.P_AUSK,datetime,Freigabezeitpunkt
AUSK_VERSPGANZTERESKZ,Wamas.P_AUSK,nvarchar,Verzögerte Ganz-TE Reservierung
AUSK_VPLSTRAT,Wamas.P_AUSK,nvarchar,Soll Verplanungsstrategie
AUSK_ZUSTELLTERMIN,Wamas.P_AUSK,datetime,möglicher Zustellzeitpunkt
AUSK_ZUSTELLZEITPUNKT,Wamas.P_AUSK,nvarchar,Zustellzeitpunkt
AUSP_AKTIONLVPKZ,Wamas.P_AUSP,nvarchar,Aktionskennzeichen LVP
AUSP_AKTIONNR,Wamas.P_AUSP,nvarchar,Aktionsnummer
AUSP_AKTIONWPKZ,Wamas.P_AUSP,nvarchar,Aktionskennzeichen WP
AUSP_ASCFIFO,Wamas.P_AUSP,nvarchar,Aufsteigendes MHD
AUSP_AUSID_AUSNR,Wamas.P_AUSP,nvarchar,Auftragsnummer
AUSP_AUSID_HOSTAUSKZ,Wamas.P_AUSP,nvarchar,Host Ausgangskennzeichen
AUSP_AUSID_MAND,Wamas.P_AUSP,nvarchar,Mandant
AUSP_BATCHLAGRF,Wamas.P_AUSP,nvarchar,Batch LagRf
AUSP_BEARBKZ,Wamas.P_AUSP,nvarchar,BearbeitungsKz.
AUSP_BESTMNGS_GEW,Wamas.P_AUSP,float,Gewicht [kg]
AUSP_BESTMNGS_GEWBASIS,Wamas.P_AUSP,float,Gewicht Basis [kg]
AUSP_BESTMNGS_MNG,Wamas.P_AUSP,float,Menge
AUSP_EXTREF,Wamas.P_AUSP,nvarchar,externe Referenz
AUSP_FREIMNGS_GEW,Wamas.P_AUSP,float,Gewicht [kg]
AUSP_FREIMNGS_GEWBASIS,Wamas.P_AUSP,float,Gewicht Basis [kg]
AUSP_FREIMNGS_MNG,Wamas.P_AUSP,float,Menge
AUSP_GEW_HOSTEINH,Wamas.P_AUSP,nvarchar,Host-Gewichtseinheit
AUSP_GRUNDPREIS,Wamas.P_AUSP,float,Grundpreis
AUSP_HIST_AEUSER,Wamas.P_AUSP,nvarchar,geändert von
AUSP_HIST_AEZEIT,Wamas.P_AUSP,datetime,Änderungszeit
AUSP_HIST_ANUSER,Wamas.P_AUSP,nvarchar,angelegt von
AUSP_HIST_ANZEIT,Wamas.P_AUSP,datetime,Anlegezeit
AUSP_HOST_EINHEIT,Wamas.P_AUSP,nvarchar,Host-Einheit
AUSP_HOSTBATCH,Wamas.P_AUSP,nvarchar,Host BatchKz.
AUSP_HOSTNENNER,Wamas.P_AUSP,float,Nenner
AUSP_HOSTPOSNR,Wamas.P_AUSP,float,HOST-PosNr
AUSP_HOSTZAEHLER,Wamas.P_AUSP,float,Zähler
AUSP_INFO,Wamas.P_AUSP,nvarchar,Info
AUSP_LADENVERPREIS,Wamas.P_AUSP,float,Ladenverkaufspreis
AUSP_LADENVERWHRCODE,Wamas.P_AUSP,nvarchar,Währung Ladenverkaufspreis
AUSP_LIEFMNGSHOST_GEW,Wamas.P_AUSP,float,Gewicht [kg]
AUSP_LIEFMNGSHOST_GEWBASIS,Wamas.P_AUSP,float,Gewicht Basis [kg]
AUSP_LIEFMNGSHOST_MNG,Wamas.P_AUSP,float,Menge
AUSP_LIEFMNGSWAMAS_GEW,Wamas.P_AUSP,float,Gewicht [kg]
AUSP_LIEFMNGSWAMAS_GEWBASIS,Wamas.P_AUSP,float,Gewicht Basis [kg]
AUSP_LIEFMNGSWAMAS_MNG,Wamas.P_AUSP,float,Menge
AUSP_MID_AID_ARTNR,Wamas.P_AUSP,nvarchar,Artikelnummer
AUSP_MID_AID_AUSPR,Wamas.P_AUSP,float,Ausprägung
AUSP_MID_AID_MAND,Wamas.P_AUSP,nvarchar,Mandant
AUSP_MID_AID_VAR,Wamas.P_AUSP,nvarchar,Variante
AUSP_MID_CHARGE,Wamas.P_AUSP,nvarchar,Charge
AUSP_MID_MATQ,Wamas.P_AUSP,nvarchar,Materialqualifikations-Id
AUSP_MID_MATZID,Wamas.P_AUSP,nvarchar,Materialzustands-ID
AUSP_MID_MHD,Wamas.P_AUSP,datetime,MHD
AUSP_MID_RESNR,Wamas.P_AUSP,nvarchar,Reservierungsnummer
AUSP_MID_SERIENNRGRP,Wamas.P_AUSP,nvarchar,Seriennummer
AUSP_MID_THMKZ,Wamas.P_AUSP,nvarchar,Transporthilfsmittel Kz
AUSP_MID_WENR,Wamas.P_AUSP,nvarchar,Wareneingangsnummer
AUSP_NOFEHLMNGCHKKZ,Wamas.P_AUSP,nvarchar,Keine Fehlmengenprüfung
AUSP_ORIGPOSNR,Wamas.P_AUSP,float,orig. Positionsnummer
AUSP_POSNR,Wamas.P_AUSP,float,Positionsnummer
AUSP_RESTHALTTAWA,Wamas.P_AUSP,float,Resthaltbarkeit WA [Tage]
AUSP_STATUS,Wamas.P_AUSP,nvarchar,Status
AUSP_URAUSID_AUSNR,Wamas.P_AUSP,nvarchar,Auftragsnummer
AUSP_URAUSID_HOSTAUSKZ,Wamas.P_AUSP,nvarchar,Host Ausgangskennzeichen
AUSP_URAUSID_MAND,Wamas.P_AUSP,nvarchar,Mandant
AUSP_URBESTMNGS_GEW,Wamas.P_AUSP,float,Gewicht [kg]
AUSP_URBESTMNGS_GEWBASIS,Wamas.P_AUSP,float,Gewicht Basis [kg]
AUSP_URBESTMNGS_MNG,Wamas.P_AUSP,float,Menge
AUSP_URPOSNR,Wamas.P_AUSP,float,UrPositionsnummer
AUSP_VORVERNR,Wamas.P_AUSP,nvarchar,Vorverkaufsnummer
AUSP_VPLMNGS_GEW,Wamas.P_AUSP,float,Gewicht [kg]
AUSP_VPLMNGS_GEWBASIS,Wamas.P_AUSP,float,Gewicht Basis [kg]
AUSP_VPLMNGS_MNG,Wamas.P_AUSP,float,Menge
AUSP_WARENWERT,Wamas.P_AUSP,float,Warenwert
AUSP_WATESPLITTID,Wamas.P_AUSP,nvarchar,WA TE Splitt-Id
AUSP_WEITERPREIS,Wamas.P_AUSP,float,Weitergabepreis
AUSP_WEITERWHRCODE,Wamas.P_AUSP,nvarchar,Währung Weitergabepreis
AUSPRMISCHERL,Wamas.ART,nvarchar,Ausprägungen mischen erlaubt
AUTOABSKZWA,Wamas.ART,nvarchar,auto. Abschluss WA
AUTONACHMNG,Wamas.ART,float,Nachschubsgrenze
AVTDIREKTKZ,Wamas.ART,nvarchar,Direkterfassung erlaubt
BATCH,Wamas.ART,nvarchar,Batch
BESTAND_EINHEIT,Wamas.ART,nvarchar,Bestandseinheit
BESTANDTOLABSWA,Wamas.ART,float,Bestandsmengentoleranz WA
BESTANDTOLABSWE,Wamas.ART,float,Bestandsmengentoleranz WE
BESTANDTOLPROZWA,Wamas.ART,float,Bestandsmengentoleranz WA [%]
BESTANDTOLPROZWE,Wamas.ART,float,Bestandsmengentoleranz WE [%]
BESTERFARTWA,Wamas.ART,nvarchar,Bestandserfassungsart WA
BESTERFARTWE,Wamas.ART,nvarchar,Bestandserfassungsart WE
BESTERFARTWH,Wamas.ART,nvarchar,Bestandserfassungsart Lager
BESTKZ,Wamas.ART,nvarchar,Bestandsführung
CHANGEAUSPRERL,Wamas.ART,nvarchar,Wechsel Ausprägung
CHARGEMISCHERL,Wamas.ART,nvarchar,Chargen mischen erlaubt
CHARGEPFLWA,Wamas.ART,nvarchar,Chargen-Pflicht WA
CHARGEPFLWE,Wamas.ART,nvarchar,Chargen-Pflicht WE
CHARGEPFLWH,Wamas.ART,nvarchar,Chargenpflicht Lager
DEFLAGRF,Wamas.FES,nvarchar,Default-Einlagerreihenfolge
DELEMPTYZEROTUPOS,Wamas.FES,nvarchar,
DISPONENTWE,Wamas.ART,nvarchar,Disponent WE
EBENE,Wamas.FES,float,Ebene
EBENEEXT,Wamas.FES,float,Ebene Ext.
ERSTANLIEFKZ,Wamas.ART,nvarchar,Erstanlieferung
FAPOS_AT,Wamas.FES,float,Anlagenteil
FAPOS_FNR,Wamas.FES,float,Forderernummer
FAPOS_POS,Wamas.FES,float,Position
FATTRLLS_AUTOCREATEUMTPA,Wamas.FES,float,Feldattribute Lagerleitsystem : TPA blockierende TEs umlagern
FATTRLLS_GPALVPLSP,Wamas.FES,float,Feldattribute Lagerleitsystem : Verplanungssperre Ganz TE
FATTRLLS_MISCHTEKZ,Wamas.FES,float,Feldattribute Lagerleitsystem : bevorzugte Misch TE Lagerung
FATTRLLS_NACHSP,Wamas.FES,float,Feldattribute Lagerleitsystem : Kommissioniernachschubsperre
FATTRLLS_NODESPERR,Wamas.FES,float,Feldattribute Lagerleitsystem : Node mitsperren
FATTRLLS_VPLSP,Wamas.FES,float,Feldattribute Lagerleitsystem : Verplanungssperre
FATTRLLS_WAFLZUGANG,Wamas.FES,float,Feldattribute Lagerleitsystem : WA Flache zuganglich
FATTRLLS_WAITPOS,Wamas.FES,float,Feldattribute Lagerleitsystem : Warteposition
FATTRLLS_ZULAGERL,Wamas.FES,float,Feldattribute Lagerleitsystem : Zulagern/Verdichten erlaubt
FATTRLLS_ZULAGERL_TEIL,Wamas.FES,float,Feldattribute Lagerleitsystem : Zulagern Teilmenge
FATTRWAA_BUCHETE,Wamas.FES,float,Automatik Feldattribute : TE buchen
FATTRWAA_FAANM,Wamas.FES,float,Automatik Feldattribute : FA-Anmeldung
FATTRWAA_FAENDPOSCHECK,Wamas.FES,float,Automatik Feldattribute : Spezialcheck fur FA-EndPos
FATTRWAA_FAMULTIANM,Wamas.FES,float,Automatik Feldattribute : FA-Mehrere Anm. auf Position
FATTRWAA_FATA,Wamas.FES,float,Automatik Feldattribute : FA-Auftragsverfolgt
FATTRWAA_FATPMCH,Wamas.FES,float,Automatik Feldattribute : FA-Transportmittelwechsel
FATTRWAA_FAUPTA,Wamas.FES,float,Automatik Feldattribute : TPA updaten
FATTRWAA_FAZIEL,Wamas.FES,float,Automatik Feldattribute : FA-Zwischen/Endziel
FATTRWAA_GENINTANM,Wamas.FES,float,Automatik Feldattribute : Interne Anmeldung generieren
FATTRWAA_LOGIC,Wamas.FES,float,Automatik Feldattribute : Logische Pos
FATTRWAA_RBG,Wamas.FES,float,Automatik Feldattribute : Position am RBG
FATTRWAA_RBGAB,Wamas.FES,float,Automatik Feldattribute : RBG-Abgabe-Pos
FATTRWAA_RBGAUF,Wamas.FES,float,Automatik Feldattribute : RBG-Aufnahme-Pos
FATTRWAA_SSALLOWED,Wamas.FES,float,Automatik Feldattribute : Start/Stopp erlaubt
FATTRWAA_WRITESTAT,Wamas.FES,float,Automatik Feldattribute : Positionsstatistik schreiben
FEARTBIS,Wamas.ART,datetime,Fehlartikelzeit bis
FEARTINFO,Wamas.ART,nvarchar,Fehlartikel Info
FEARTSEIT,Wamas.ART,datetime,Fehlartikelzeit seit
FELDID,Wamas.FES,nvarchar,Lagerplatz
FERT_MATZID,Wamas.ART,nvarchar,Materialzustands-ID Fert
FIFOFEN,Wamas.ART,float,FIFO-Fenster [Tage]
FTS_FETID,Wamas.FES,nvarchar,Feldtyp
GANG,Wamas.FES,float,Gang
GANGEXT,Wamas.FES,float,Gang Ext.
GANZTEMNG,Wamas.ART,float,Ganz TE Menge
GANZTESPLITTKZ1,Wamas.ART,nvarchar,Ganz TE Splitt Stufe 1
GANZTESPLITTKZ2,Wamas.ART,nvarchar,Ganz TE Splitt Stufe 2
