COLUMN_NAME,TABLE_NAME,DATA_TYPE,DESCRIPTION
GEFAHRENGUTMENGE,Wamas.ART,float,
GEFGUTBUCHS,Wamas.ART,nvarchar,Gefahrgutbuchstabe
GEFGUTCHEMBEZ,Wamas.ART,nvarchar,chem. tech. Bezeichnung
GEFGUTEINH,Wamas.ART,nvarchar,Gefahrguteinheit
GEFGUTHINT_1,Wamas.ART,float,
GEFGUTHINT_2,Wamas.ART,float,
GEFGUTHINT_3,Wamas.ART,float,
GEFGUTHINT_4,Wamas.ART,float,
GEFGUTHINT_5,Wamas.ART,float,
GEFGUTHINT_6,Wamas.ART,float,
GEFGUTHINT_OS,Wamas.ART,float,
GEFGUTKLASSCODE,Wamas.ART,nvarchar,Klassifizierungscode
GEFGUTKLASSE,Wamas.ART,nvarchar,Gefahrgutklasse
GEFGUTSTOFFBEZ,Wamas.ART,nvarchar,Stoff Bezeichnung
GEFGUTSTOFFBEZ2,Wamas.ART,nvarchar,Stoff Bezeichnung 2
GEFGUTSTOFFBEZ3,Wamas.ART,nvarchar,Stoff Bezeichnung 3
GEFGUTUNNR,Wamas.ART,nvarchar,UN-Nummer
GEFGUTVERPGRP,Wamas.ART,nvarchar,Verpackungsgruppe
GEFGUTZIFFER,Wamas.ART,nvarchar,Gefahrgutziffer
GEWTOLABSWA,Wamas.ART,float,Gewichtstoleranz WA [kg]
GEWTOLABSWE,Wamas.ART,float,Gewichtstoleranz WE [kg]
GEWTOLPROZWA,Wamas.ART,float,Gewichtstoleranz WA [%]
GEWTOLPROZWE,Wamas.ART,float,Gewichtstoleranz WE [%]
HIST_AEUSER,Wamas.ART,nvarchar,geändert von
HIST_AEUSER,Wamas.FES,nvarchar,geändert von
HIST_AEZEIT,Wamas.ART,datetime,Änderungszeit
HIST_AEZEIT,Wamas.FES,datetime,Änderungszeit
HIST_ANUSER,Wamas.ART,nvarchar,angelegt von
HIST_ANUSER,Wamas.FES,nvarchar,angelegt von
HIST_ANZEIT,Wamas.ART,datetime,Anlegezeit
HIST_ANZEIT,Wamas.FES,datetime,Anlegezeit
HOSTAUSPRKZ,Wamas.ART,nvarchar,Ausprägung HOST
HOSTGEWKZ,Wamas.ART,nvarchar,HOST Gewichtskennzeichen
HOSTQUITERLAUBEN,Wamas.ART,nvarchar,
HOSTUNITS_HOSTEINH,Wamas.ART,nvarchar,HOST Gewichtseinheit
INFO,Wamas.ART,nvarchar,Information
INTARTBEZ,Wamas.ART,nvarchar,Internat. Artikelbezeichnung
INTLPIDX,Wamas.FES,float,int. Lagerplatzindex
INVGRP,Wamas.ART,nvarchar,Inventurgruppe
KITARTKZ,Wamas.ART,nvarchar,
KUVERTVERSANDKZ,Wamas.ART,nvarchar,Kuvert versandfähig
LAGWERT,Wamas.ART,float,Lagerwert Basis
LASTQUITTDATE,Wamas.ART,datetime,Letzte Quittierung am
LBCL_LAGIDCL,Wamas.FES,nvarchar,Lagerbereich Klarplatz
LBFERT_LAGIDFERT,Wamas.FES,nvarchar,Lagerbereich Fertigung
LBINV_LAGIDINV,Wamas.FES,nvarchar,Lagerbereich Inventur
LBST_LAGIDST,Wamas.FES,nvarchar,Lagerbereich Strategisch
LBSTAT_LAGIDSTAT,Wamas.FES,nvarchar,Lagerbereich Stat.
LBWA_LAGIDWA,Wamas.FES,nvarchar,Lagerbereich Warenausgang
LBWE_LAGIDWE,Wamas.ART,nvarchar,Lagerbereich Wareneingang
LBWE_LAGIDWE,Wamas.FES,nvarchar,Lagerbereich Wareneingang
LBZKOM_LAGIDZKOM,Wamas.FES,nvarchar,Lagerbereich Zielkommissionierung
LGSCHWELLEPROZ,Wamas.ART,float,Leergutschwellwert [%]
LKS_LAGKLASSE,Wamas.FES,nvarchar,Lagerklasse
LQNUMMER,Wamas.ART,nvarchar,
LRFK_LAGRF,Wamas.FES,nvarchar,Lagerreihenfolge
MATQMISCHERL,Wamas.ART,nvarchar,Materialqualifikation mischen erlaubt
MAXA,Wamas.ART,float,Max. Beschleunigung [%]
MAXDIFFBASISABSWA,Wamas.ART,float,max. Abweichung WA
MAXDIFFBASISPROZWA,Wamas.ART,float,max. Abweichung WA [%]
MAXDIFFGEWABSWA,Wamas.ART,float,max. Abweichung Gewicht WA
MAXDIFFGEWPROZWA,Wamas.ART,float,max. Abweichung Gewicht WA [%]
MAXV,Wamas.ART,float,Max. Geschwindigkeit [%]
MHDMISCHERL,Wamas.ART,nvarchar,MHD mischen erlaubt
MHDPFLWA,Wamas.ART,nvarchar,MHD-Pflicht WA
MHDPFLWE,Wamas.ART,nvarchar,MHD-Pflicht WE
MHDPFLWH,Wamas.ART,nvarchar,MHD-Pflicht Lager
MINDERCHECKKZHOST,Wamas.ART,nvarchar,Mindermengenprüfung HOST
MINDERCHECKKZLLS,Wamas.ART,nvarchar,Mindermengenprüfung WAMAS
MODID,Wamas.FES,float,ModId
NETTOGEW,Wamas.ART,float,Nettogewicht [kg]
OFFS_L_X,Wamas.FES,float,X-Koordinate
OFFS_L_Y,Wamas.FES,float,Y-Koordinate
OFFS_L_Z,Wamas.FES,float,Z-Koordinate
PAUSEPOS,Wamas.FES,nvarchar,Pause - Position
POSNR,Wamas.P_VLOGP,int,PosNr
PRIMANSTO_STOID,Wamas.FES,nvarchar,Standort
PROTNR,Wamas.P_VLOGK,int,Protokollnummer
PROTNR,Wamas.P_AUSK,int,Protokollnummer
PROTNR,Wamas.P_WEVK,int,Protokollnummer
PROTNR,Wamas.P_VLOGP,int,Protokollnummer
PROTNR,Wamas.P_TPA,int,Protokollnummer
PROTNR,Wamas.P_TOUR,int,Protokollnummer
PROTNR,Wamas.P_VPLP,int,Protokollnummer
PROTNR,Wamas.P_AUSP,int,Protokollnummer
PROTPOSNR,Wamas.P_VPLP,int,PosNr
PROTPOSNR,Wamas.P_AUSP,float,PosNr
PROTZEIT,Wamas.P_VLOGK,datetime,ProtZeit
PROTZEIT,Wamas.P_AUSK,datetime,ProtZeit
PROTZEIT,Wamas.P_WEVK,datetime,ProtZeit
PROTZEIT,Wamas.P_VLOGP,datetime,ProtZeit
PROTZEIT,Wamas.P_TPA,datetime,ProtZeit
PROTZEIT,Wamas.P_TOUR,datetime,ProtZeit
PROTZEIT,Wamas.P_VPLP,datetime,ProtZeit
QUITTIERUNGHOSTKZ,Wamas.ART,nvarchar,Quittierung an Host
RBGPOS_ATIEFE,Wamas.FES,float,Ausfahrtiefe
RBGPOS_EBENE,Wamas.FES,float,Ebene
RBGPOS_FACH,Wamas.FES,float,Fach/Raster
RBGPOS_GASSE,Wamas.FES,float,Gasse/TpmNr
RBGPOS_LAMANF_LAM1,Wamas.FES,float,RBG nicht anfahrbar mit : LAM1
RBGPOS_LAMANF_LAM2,Wamas.FES,float,RBG nicht anfahrbar mit : LAM2
RBGPOS_REGAL,Wamas.FES,float,Regal/Seite
RBGPOS_SPALTE,Wamas.FES,float,Spalte
REFEINHEIT,Wamas.ART,nvarchar,Vergleichspreiseinheit
REFMNG,Wamas.ART,float,Vergleichspreismenge
REG_LAGIDPHY,Wamas.FES,nvarchar,Lagerbereich Physikalisch
REG_REGAL,Wamas.FES,float,Regal
REG_REGALTEIL,Wamas.FES,float,Regalteil
REGALEXT,Wamas.FES,float,Regal Ext.
REIFENKZ,Wamas.ART,nvarchar,Reifen
REQPOS_FELDID,Wamas.FES,nvarchar,Lagerplatz
REQPOS_OFFS_L_X,Wamas.FES,float,X-Koordinate
REQPOS_OFFS_L_Y,Wamas.FES,float,Y-Koordinate
REQPOS_OFFS_L_Z,Wamas.FES,float,Z-Koordinate
REQPOS_RAS_R_X,Wamas.FES,float,X-Koordinate
REQPOS_RAS_R_Y,Wamas.FES,float,Y-Koordinate
REQPOS_RAS_R_Z,Wamas.FES,float,Z-Koordinate
REQTYPE_TPMID,Wamas.FES,nvarchar,Ubergabe Routing Tpm
RESTHALTPROZWE,Wamas.ART,float,max. Abw. Resthaltbarkeit WE [%]
RESTHALTTAWA,Wamas.ART,float,Resthaltbarkeit WA [Tage]
RESTHALTTAWE,Wamas.ART,float,Resthaltbarkeit WE [Tage]
SATZKZ,Wamas.ART,nvarchar,Satzkennzeichen
SCSID,Wamas.FES,nvarchar,SCS-Id
SCSKOOX,Wamas.FES,float,SCS-Koordinate (X)
SCSNACHMNG,Wamas.ART,float,
SORT_SORTIMENT,Wamas.ART,nvarchar,Sortiment
SPALTE,Wamas.FES,float,Spalte
SPALTEEXT,Wamas.FES,float,Spalte Ext.
SPERRARTKZ,Wamas.ART,nvarchar,Sperriger Artikel
SPERRKZWA,Wamas.ART,nvarchar,Sperre WA
STAPELGEW,Wamas.ART,float,stapelbares Gewicht [kg]
STAPELHOEHE,Wamas.ART,float,Stapelhöhe
STAPELKZAHL,Wamas.ART,float,Stapelkennzahl
STATUS,Wamas.ART,nvarchar,Status
STDAUS_LAGRF,Wamas.ART,nvarchar,std. Auslagerreihenfolge
SUMGEWERFWE,Wamas.ART,nvarchar,Summengewichtserfassung WE
SVERSKLASSE,Wamas.ART,nvarchar,Sonder-Versandklasse
TEID,Wamas.P_VLOGK,nvarchar,TE-Id
THM_THMID,Wamas.ART,nvarchar,Transporthilfsmittel
THMTAUSCHERLWE,Wamas.ART,nvarchar,THM tauschen WE erlaubt
TMPAUS_LAGRF,Wamas.ART,nvarchar,tmp. Auslagerreihenfolge
TOUR,Wamas.P_VLOGK,nvarchar,Tourdatenbank
TOUR_AUSNR,Wamas.P_TOUR,nvarchar,Auftragsnummer
TOUR_AUTOTOURKZ,Wamas.P_TOUR,nvarchar,autom. Tour Starten
TOUR_AUTOVERPLKZ,Wamas.P_TOUR,nvarchar,autom. Freigabe
TOUR_BEREITTERM,Wamas.P_TOUR,datetime,Bereitstelltermin
TOUR_FERTZEIT,Wamas.P_TOUR,datetime,Fertigzeit
TOUR_FORCETOURPERORDERKZ,Wamas.P_TOUR,nvarchar,Tour pro Auftrag zwingend
TOUR_FZID1,Wamas.P_TOUR,nvarchar,Fahrzeug-Id1
TOUR_FZID2,Wamas.P_TOUR,nvarchar,Fahrzeug-Id2
TOUR_GANZTERESZEITP,Wamas.P_TOUR,datetime,Ganz-TE Reservierungszeitpunkt
TOUR_HIST_AEUSER,Wamas.P_TOUR,nvarchar,geändert von
TOUR_HIST_AEZEIT,Wamas.P_TOUR,datetime,Änderungszeit
TOUR_HIST_ANUSER,Wamas.P_TOUR,nvarchar,angelegt von
TOUR_HIST_ANZEIT,Wamas.P_TOUR,datetime,Anlegezeit
TOUR_ISTANZKUNDEN,Wamas.P_TOUR,float,Ist Anzahl Kunden
TOUR_ISTGANZ_ANZMNGART,Wamas.P_TOUR,float,Anzeigemenge
TOUR_ISTGANZ_ANZPOS,Wamas.P_TOUR,float,Anzahl Positionen
TOUR_ISTGANZ_ANZSTDLE,Wamas.P_TOUR,float,Anzahl Ladeeinheiten
TOUR_ISTGANZ_ANZTE,Wamas.P_TOUR,float,Anzahl TEs
TOUR_ISTGANZ_GEW,Wamas.P_TOUR,float,Gewicht [kg]
TOUR_ISTGANZ_LIEF,Wamas.P_TOUR,float,Lieferungen
TOUR_ISTGANZ_VOL,Wamas.P_TOUR,float,Volumen [dm³]
TOUR_ISTGEFGUTPUNKTE,Wamas.P_TOUR,float,Ist Gefahrgutpunkte
TOUR_ISTKOM_ANZMNGART,Wamas.P_TOUR,float,Anzeigemenge
TOUR_ISTKOM_ANZPOS,Wamas.P_TOUR,float,Anzahl Positionen
TOUR_ISTKOM_ANZSTDLE,Wamas.P_TOUR,float,Anzahl Ladeeinheiten
TOUR_ISTKOM_ANZTE,Wamas.P_TOUR,float,Anzahl TEs
TOUR_ISTKOM_GEW,Wamas.P_TOUR,float,Gewicht [kg]
TOUR_ISTKOM_LIEF,Wamas.P_TOUR,float,Lieferungen
TOUR_ISTKOM_VOL,Wamas.P_TOUR,float,Volumen [dm³]
TOUR_ISTSUM_ANZMNGART,Wamas.P_TOUR,float,Anzeigemenge
TOUR_ISTSUM_ANZPOS,Wamas.P_TOUR,float,Anzahl Positionen
TOUR_ISTSUM_ANZSTDLE,Wamas.P_TOUR,float,Anzahl Ladeeinheiten
TOUR_ISTSUM_ANZTE,Wamas.P_TOUR,float,Anzahl TEs
TOUR_ISTSUM_GEW,Wamas.P_TOUR,float,Gewicht [kg]
TOUR_ISTSUM_LIEF,Wamas.P_TOUR,float,Lieferungen
TOUR_ISTSUM_VOL,Wamas.P_TOUR,float,Volumen [dm³]
TOUR_LKWBEIFAHRER,Wamas.P_TOUR,nvarchar,LKW-Beifahrer
TOUR_LKWFAHRER,Wamas.P_TOUR,nvarchar,LKW-Fahrer
TOUR_LKWT_LKWTYP,Wamas.P_TOUR,nvarchar,LKW-Typ
TOUR_MAXGEW,Wamas.P_TOUR,float,max. Gewicht [kg]
TOUR_MAXSTDLE,Wamas.P_TOUR,float,max. Anzahl Ladeeinheiten
TOUR_PRIO,Wamas.P_TOUR,nvarchar,Priorität
TOUR_SCHICHT_SCHICHTID,Wamas.P_TOUR,nvarchar,Schicht-Id
TOUR_SOLLANZKUNDEN,Wamas.P_TOUR,float,Soll Anzahl Kunden
TOUR_SOLLGANZ_ANZMNGART,Wamas.P_TOUR,float,Anzeigemenge
TOUR_SOLLGANZ_ANZPOS,Wamas.P_TOUR,float,Anzahl Positionen
TOUR_SOLLGANZ_ANZSTDLE,Wamas.P_TOUR,float,Anzahl Ladeeinheiten
TOUR_SOLLGANZ_ANZTE,Wamas.P_TOUR,float,Anzahl TEs
TOUR_SOLLGANZ_GEW,Wamas.P_TOUR,float,Gewicht [kg]
TOUR_SOLLGANZ_LIEF,Wamas.P_TOUR,float,Lieferungen
TOUR_SOLLGANZ_VOL,Wamas.P_TOUR,float,Volumen [dm³]
TOUR_SOLLGEFGUTPUNKTE,Wamas.P_TOUR,float,Soll Gefahrgutpunkte
TOUR_SOLLKOM_ANZMNGART,Wamas.P_TOUR,float,Anzeigemenge
TOUR_SOLLKOM_ANZPOS,Wamas.P_TOUR,float,Anzahl Positionen
TOUR_SOLLKOM_ANZSTDLE,Wamas.P_TOUR,float,Anzahl Ladeeinheiten
TOUR_SOLLKOM_ANZTE,Wamas.P_TOUR,float,Anzahl TEs
TOUR_SOLLKOM_GEW,Wamas.P_TOUR,float,Gewicht [kg]
TOUR_SOLLKOM_LIEF,Wamas.P_TOUR,float,Lieferungen
TOUR_SOLLKOM_VOL,Wamas.P_TOUR,float,Volumen [dm³]
TOUR_SOLLSUM_ANZMNGART,Wamas.P_TOUR,float,Anzeigemenge
TOUR_SOLLSUM_ANZPOS,Wamas.P_TOUR,float,Anzahl Positionen
TOUR_SOLLSUM_ANZSTDLE,Wamas.P_TOUR,float,Anzahl Ladeeinheiten
TOUR_SOLLSUM_ANZTE,Wamas.P_TOUR,float,Anzahl TEs
TOUR_SOLLSUM_GEW,Wamas.P_TOUR,float,Gewicht [kg]
TOUR_SOLLSUM_LIEF,Wamas.P_TOUR,float,Lieferungen
TOUR_SOLLSUM_VOL,Wamas.P_TOUR,float,Volumen [dm³]
TOUR_STARTZEIT,Wamas.P_TOUR,datetime,Startzeit
TOUR_STATUS,Wamas.P_TOUR,nvarchar,Status
TOUR_STDLEVOL,Wamas.P_TOUR,float,Std. LE Volumen [dm³]
TOUR_SUCHID,Wamas.P_TOUR,nvarchar,Such-ID
TOUR_TOURID_HOSTTOURKZ,Wamas.P_TOUR,nvarchar,Host Tourkennzeichen
TOUR_TOURID_INTLFDNR,Wamas.P_TOUR,float,laufende Nummer
TOUR_TOURID_TOURNR,Wamas.P_TOUR,nvarchar,Tournummer
TOUR_VAST_VERSANDART,Wamas.P_TOUR,nvarchar,Versandart
TOUR_VERLADKZ,Wamas.P_TOUR,nvarchar,Verladen
TOUR_VERLCTRLKZ,Wamas.P_TOUR,nvarchar,Verladekontrollauftrag
TOUR_VERLCTRLZPKZ,Wamas.P_TOUR,nvarchar,Verladekontrollauftragszeitpunkt
TOUR_VERLSUBTEKZ,Wamas.P_TOUR,nvarchar,Verladekontrolle Sub-TE genau
TOUR_VERPLZEITP,Wamas.P_TOUR,datetime,Freigabezeitpunkt
TOUR_VERSPGANZTERESKZ,Wamas.P_TOUR,nvarchar,Verzögerte Ganz-TE Reservierung
TOUR_VORZBTGTU,Wamas.P_TOUR,nvarchar,Vorlaufzeit Ganz TE
TOUR_VPLSTRAT,Wamas.P_TOUR,nvarchar,Soll Verplanungsstrategie
TOUR_WA_TOR,Wamas.P_TOUR,nvarchar,WA-Tor
TOUR_WA2STEP_LAGRF,Wamas.P_TOUR,nvarchar,Lagerreihenfolge 2.Stufe
TOUR_WAEINSTRAT_LAGRF,Wamas.P_TOUR,nvarchar,Lagerreihenfolge
TPA_AKTGATEBEZ,Wamas.P_TPA,nvarchar,AktGateBez
TPA_AKTPOS_FELDID,Wamas.P_TPA,nvarchar,Lagerplatz
TPA_AKTPOS_OFFS_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_AKTPOS_OFFS_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_AKTPOS_OFFS_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_AKTPOS_RAS_R_X,Wamas.P_TPA,float,X-Koordinate
TPA_AKTPOS_RAS_R_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_AKTPOS_RAS_R_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_AKTRFNR,Wamas.P_TPA,float,akt. Reihenfolgenummer
TPA_AKTUSER,Wamas.P_TPA,nvarchar,Aktueller Benutzer
TPA_ANMID_ANMNR,Wamas.P_TPA,float,Anmeldenummer
TPA_ANMID_LFDNR,Wamas.P_TPA,float,Laufende Nummer
TPA_ANMID_TPMID,Wamas.P_TPA,nvarchar,Transportmittel
TPA_ANZGEPLTE,Wamas.P_TPA,float,Anzahl geplante TEs
TPA_BEARBART,Wamas.P_TPA,nvarchar,Bearbeitungsart
TPA_BEARBZEIT,Wamas.P_TPA,datetime,Bearbeitungszeit
TPA_BEWHOP,Wamas.P_TPA,float,Anzahl Bewegungen
TPA_BEWTYP_NACH,Wamas.P_TPA,float,Bewegungstyp : Nachschub
TPA_BEWTYP_UM,Wamas.P_TPA,float,Bewegungstyp : Umlagerung
TPA_BEWTYP_WA,Wamas.P_TPA,float,Bewegungstyp : Auslagerung
TPA_BEWTYP_WE,Wamas.P_TPA,float,Bewegungstyp : Einlagerung
TPA_CMD,Wamas.P_TPA,nvarchar,Kommando
TPA_CSEITENNR,Wamas.P_TPA,float,Convey-Seitennummer
TPA_CTANR,Wamas.P_TPA,float,Convey-Auftragsnummer
TPA_DELETEONERR,Wamas.P_TPA,nvarchar,TPA aus WFL Gründen löschen
TPA_DIRECTOUTID,Wamas.P_TPA,float,
TPA_DIRECTOUTPAGEID,Wamas.P_TPA,float,
TPA_ERR,Wamas.P_TPA,nvarchar,Fehlerhafter TPA
TPA_ERRNO,Wamas.P_TPA,float,Fehlernummer
TPA_FAAIDX,Wamas.P_TPA,float,Auftragsindex
TPA_FLAG_THMERF,Wamas.P_TPA,nvarchar,THM-Erfassung
TPA_FORCEAKTPOS,Wamas.P_TPA,nvarchar,AktPos überschreiben
TPA_GROUPNR,Wamas.P_TPA,float,Gruppe
TPA_HIST_AEUSER,Wamas.P_TPA,nvarchar,geändert von
TPA_HIST_AEZEIT,Wamas.P_TPA,datetime,Änderungszeit
TPA_HIST_ANUSER,Wamas.P_TPA,nvarchar,angelegt von
TPA_HIST_ANZEIT,Wamas.P_TPA,datetime,Anlegezeit
TPA_INFOTXT,Wamas.P_TPA,nvarchar,Information
TPA_KKFEHLER,Wamas.P_TPA,float,Konturenfehler
TPA_LASTUSER,Wamas.P_TPA,nvarchar,Letzter Benutzer
TPA_MAXA,Wamas.P_TPA,float,Max. Beschleunigung [%]
TPA_MAXV,Wamas.P_TPA,float,Max. Geschwindigkeit [%]
TPA_NEXT_LPREQID,Wamas.P_TPA,float,LP-Request-Id Nextpos
TPA_NEXTGATEBEZ,Wamas.P_TPA,nvarchar,NextGateBez
TPA_NEXTPOS_FELDID,Wamas.P_TPA,nvarchar,Lagerplatz
TPA_NEXTPOS_OFFS_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_NEXTPOS_OFFS_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_NEXTPOS_OFFS_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_NEXTPOS_RAS_R_X,Wamas.P_TPA,float,X-Koordinate
TPA_NEXTPOS_RAS_R_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_NEXTPOS_RAS_R_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_NOROUTINGTPM,Wamas.P_TPA,nvarchar,Keine Routing Tpm-Übergabe
TPA_NTET_GEW,Wamas.P_TPA,float,Gewicht [kg]
TPA_NTET_VOL_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_NTET_VOL_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_NTET_VOL_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_PRIO,Wamas.P_TPA,nvarchar,Priorität
TPA_QTET_GEW,Wamas.P_TPA,float,Gewicht [kg]
TPA_QTET_VOL_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_QTET_VOL_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_QTET_VOL_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_QUELLPOS_FELDID,Wamas.P_TPA,nvarchar,Lagerplatz
TPA_QUELLPOS_OFFS_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_QUELLPOS_OFFS_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_QUELLPOS_OFFS_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_QUELLPOS_RAS_R_X,Wamas.P_TPA,float,X-Koordinate
TPA_QUELLPOS_RAS_R_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_QUELLPOS_RAS_R_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_RBGFEHLER,Wamas.P_TPA,nvarchar,RBG-Fehler
TPA_RBGNEEDFBH,Wamas.P_TPA,nvarchar,Manuelle RBG-Fehler-\nbehandlung erforderlich:
TPA_ROUTINGERFORDERLICH,Wamas.P_TPA,nvarchar,Routing erforderlich
TPA_ROUTINGZEIT,Wamas.P_TPA,datetime,Routingzeit
TPA_SOLLENDZEIT,Wamas.P_TPA,datetime,Soll-Endezeit
TPA_STARTZEIT,Wamas.P_TPA,datetime,Startzeit
TPA_STATUS,Wamas.P_TPA,nvarchar,Status
TPA_TANR,Wamas.P_TPA,float,TaNr
TPA_TEK_TEID,Wamas.P_TPA,nvarchar,TE-Id
TPA_TET_GEW,Wamas.P_TPA,float,Gewicht [kg]
TPA_TET_VOL_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_TET_VOL_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_TET_VOL_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_TMSK_TPMID,Wamas.P_TPA,nvarchar,Transportmittel-Id
TPA_TPASTARTED,Wamas.P_TPA,nvarchar,Transport gestartet
TPA_TSNR,Wamas.P_TPA,float,Transportscheinnummer
TPA_TTS_TETID,Wamas.P_TPA,nvarchar,TE-Typ
TPA_WIPRG,Wamas.P_TPA,float,Wickelprogramm
TPA_WRONGWAYCNT,Wamas.P_TPA,float,Anzahl Weg verlassen
TPA_ZIEL_LPREQID,Wamas.P_TPA,float,LP-Request-Id Ziel
TPA_ZIELGATEBEZ,Wamas.P_TPA,nvarchar,ZielGateBez
TPA_ZIELPOS_FELDID,Wamas.P_TPA,nvarchar,Lagerplatz
TPA_ZIELPOS_OFFS_L_X,Wamas.P_TPA,float,X-Koordinate
TPA_ZIELPOS_OFFS_L_Y,Wamas.P_TPA,float,Y-Koordinate
TPA_ZIELPOS_OFFS_L_Z,Wamas.P_TPA,float,Z-Koordinate
TPA_ZIELPOS_RAS_R_X,Wamas.P_TPA,float,X-Koordinate
TPA_ZIELPOS_RAS_R_Y,Wamas.P_TPA,float,Y-Koordinate
